goal_id,employee_id,goal_type,goal_category,goal_description,target_period,set_date,target_completion_date,progress_percentage,status,final_achievement_rate,manager_id
GOAL04989,EMP158,OKR,업무 성과,핵심 업무 지표 목표치 104% 달성,2022 Q3,2022-07-07,2022-10-05,81,완료,81.0,TL009
GOAL04990,EMP158,KPI,업무 성과,핵심 업무 지표 목표치 91% 달성,2022 Q4,2022-10-02,2022-12-31,73,부분 달성,,TL009
GOAL04991,EMP158,KPI,프로세스 개선,업무 프로세스 효율성 38% 개선,2022 Q4,2022-10-02,2022-12-31,75,부분 달성,,TL009
GOAL04992,EMP158,MBO,프로젝트 완수,프로젝트 목표 품질 기준 94% 달성,2023 Q1,2023-01-07,2023-04-07,88,완료,88.0,TL009
GOAL04993,EMP158,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q1,2023-01-07,2023-04-07,90,완료,90.0,TL009
GOAL04994,EMP158,OKR,업무 성과,핵심 업무 지표 목표치 115% 달성,2023 Q2,2023-04-02,2023-07-01,83,완료,83.0,TL009
GOAL04995,EMP158,MBO,업무 성과,고객 만족도 12% 향상,2023 Q2,2023-04-02,2023-07-01,70,부분 달성,,TL009
GOAL04996,EMP158,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q3,2023-07-05,2023-10-03,95,완료,95.0,TL009
GOAL04997,EMP158,KPI,프로세스 개선,반복 업무 자동화로 시간 21% 절감,2023 Q3,2023-07-05,2023-10-03,82,완료,82.0,TL009
GOAL04998,EMP158,KPI,업무 성과,매출 11% 향상,2023 Q3,2023-07-05,2023-10-03,94,완료,94.0,TL009
GOAL04999,EMP158,OKR,프로세스 개선,업무 프로세스 효율성 25% 개선,2023 Q4,2023-10-03,2024-01-01,76,부분 달성,,TL009
GOAL05000,EMP158,MBO,프로세스 개선,반복 업무 자동화로 시간 33% 절감,2023 Q4,2023-10-03,2024-01-01,73,부분 달성,,TL009
GOAL05001,EMP158,MBO,업무 성과,핵심 업무 지표 목표치 95% 달성,2023 Q4,2023-10-03,2024-01-01,79,부분 달성,,TL009
GOAL05002,EMP158,OKR,프로세스 개선,반복 업무 자동화로 시간 26% 절감,2023 Q4,2023-10-03,2024-01-01,99,완료,99.0,TL009
GOAL05003,EMP158,OKR,프로세스 개선,반복 업무 자동화로 시간 49% 절감,2024 Q1,2024-01-06,2024-04-05,92,완료,92.0,TL009
GOAL05004,EMP158,MBO,역량 개발,AI/ML 역량 강화 교육 이수,2024 Q1,2024-01-06,2024-04-05,94,완료,94.0,TL009
GOAL05005,EMP158,MBO,프로젝트 완수,프로젝트 목표 품질 기준 94% 달성,2024 Q2,2024-04-06,2024-07-05,93,완료,93.0,TL009
GOAL05006,EMP158,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q2,2024-04-06,2024-07-05,74,부분 달성,,TL009
GOAL05007,EMP158,OKR,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2024 Q2,2024-04-06,2024-07-05,76,부분 달성,,TL009
GOAL05008,EMP158,MBO,업무 성과,핵심 업무 지표 목표치 96% 달성,2024 Q3,2024-07-05,2024-10-03,100,완료,100.0,TL009
GOAL05009,EMP158,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q3,2024-07-05,2024-10-03,91,완료,91.0,TL009
GOAL05010,EMP158,OKR,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2024 Q4,2024-10-05,2025-01-03,93,완료,93.0,TL009
GOAL05011,EMP158,OKR,프로젝트 완수,개선 프로젝트 일정 내 완수,2024 Q4,2024-10-05,2025-01-03,71,부분 달성,,TL009
GOAL05012,EMP158,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q4,2024-10-05,2025-01-03,87,완료,87.0,TL009
GOAL05013,EMP158,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q4,2024-10-05,2025-01-03,72,부분 달성,,TL009
GOAL05014,EMP159,OKR,업무 성과,핵심 업무 지표 목표치 92% 달성,2022 Q1,2022-01-03,2022-04-03,95,완료,95.0,TL009
GOAL05015,EMP159,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-03,2022-04-03,83,완료,83.0,TL009
GOAL05016,EMP159,KPI,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2022 Q1,2022-01-03,2022-04-03,88,완료,88.0,TL009
GOAL05017,EMP159,MBO,업무 성과,핵심 업무 지표 목표치 113% 달성,2022 Q2,2022-04-01,2022-06-30,92,완료,92.0,TL009
GOAL05018,EMP159,MBO,프로젝트 완수,프로젝트 목표 품질 기준 99% 달성,2022 Q2,2022-04-01,2022-06-30,90,완료,90.0,TL009
GOAL05019,EMP159,MBO,프로세스 개선,반복 업무 자동화로 시간 49% 절감,2022 Q2,2022-04-01,2022-06-30,93,완료,93.0,TL009
GOAL05020,EMP159,MBO,프로세스 개선,업무 프로세스 효율성 29% 개선,2022 Q3,2022-07-01,2022-09-29,94,완료,94.0,TL009
GOAL05021,EMP159,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q3,2022-07-01,2022-09-29,85,완료,85.0,TL009
GOAL05022,EMP159,KPI,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q3,2022-07-01,2022-09-29,88,완료,88.0,TL009
GOAL05023,EMP159,KPI,프로세스 개선,업무 프로세스 효율성 40% 개선,2022 Q4,2022-10-01,2022-12-30,77,부분 달성,,TL009
GOAL05024,EMP159,KPI,업무 성과,핵심 업무 지표 목표치 112% 달성,2022 Q4,2022-10-01,2022-12-30,84,완료,84.0,TL009
GOAL05025,EMP159,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-01,2022-12-30,92,완료,92.0,TL009
GOAL05026,EMP159,OKR,프로젝트 완수,프로젝트 목표 품질 기준 90% 달성,2022 Q4,2022-10-01,2022-12-30,87,완료,87.0,TL009
GOAL05027,EMP159,KPI,프로세스 개선,반복 업무 자동화로 시간 26% 절감,2023 Q1,2023-01-05,2023-04-05,92,완료,92.0,TL009
GOAL05028,EMP159,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2023 Q1,2023-01-05,2023-04-05,85,완료,85.0,TL009
GOAL05029,EMP159,OKR,프로세스 개선,반복 업무 자동화로 시간 33% 절감,2023 Q1,2023-01-05,2023-04-05,70,부분 달성,,TL009
GOAL05030,EMP159,OKR,프로세스 개선,업무 프로세스 효율성 21% 개선,2023 Q1,2023-01-05,2023-04-05,96,완료,96.0,TL009
GOAL05031,EMP159,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q2,2023-04-03,2023-07-02,87,완료,87.0,TL009
GOAL05032,EMP159,KPI,업무 성과,핵심 업무 지표 목표치 94% 달성,2023 Q2,2023-04-03,2023-07-02,75,부분 달성,,TL009
GOAL05033,EMP159,KPI,프로젝트 완수,구축 프로젝트 일정 내 완수,2023 Q2,2023-04-03,2023-07-02,93,완료,93.0,TL009
GOAL05034,EMP159,OKR,업무 성과,품질 13% 향상,2023 Q2,2023-04-03,2023-07-02,75,부분 달성,,TL009
GOAL05035,EMP159,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2023 Q3,2023-07-03,2023-10-01,98,완료,98.0,TL009
GOAL05036,EMP159,OKR,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2023 Q3,2023-07-03,2023-10-01,87,완료,87.0,TL009
GOAL05037,EMP159,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q3,2023-07-03,2023-10-01,81,완료,81.0,TL009
GOAL05038,EMP159,KPI,프로세스 개선,반복 업무 자동화로 시간 38% 절감,2023 Q3,2023-07-03,2023-10-01,100,완료,100.0,TL009
GOAL05039,EMP159,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q4,2023-10-01,2023-12-30,84,완료,84.0,TL009
GOAL05040,EMP159,MBO,업무 성과,핵심 업무 지표 목표치 114% 달성,2023 Q4,2023-10-01,2023-12-30,76,부분 달성,,TL009
GOAL05041,EMP159,OKR,프로세스 개선,반복 업무 자동화로 시간 40% 절감,2024 Q1,2024-01-03,2024-04-02,77,부분 달성,,TL009
GOAL05042,EMP159,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q1,2024-01-03,2024-04-02,100,완료,100.0,TL009
GOAL05043,EMP159,MBO,역량 개발,AI/ML 역량 강화 교육 이수,2024 Q1,2024-01-03,2024-04-02,98,완료,98.0,TL009
GOAL05044,EMP159,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q1,2024-01-03,2024-04-02,90,완료,90.0,TL009
GOAL05045,EMP159,KPI,프로세스 개선,업무 프로세스 효율성 32% 개선,2024 Q2,2024-04-05,2024-07-04,70,부분 달성,,TL009
GOAL05046,EMP159,MBO,프로세스 개선,업무 프로세스 효율성 38% 개선,2024 Q2,2024-04-05,2024-07-04,77,부분 달성,,TL009
GOAL05047,EMP159,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q2,2024-04-05,2024-07-04,74,부분 달성,,TL009
GOAL05048,EMP159,KPI,업무 성과,품질 13% 향상,2024 Q2,2024-04-05,2024-07-04,83,완료,83.0,TL009
GOAL05049,EMP159,KPI,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2024 Q3,2024-07-04,2024-10-02,81,완료,81.0,TL009
GOAL05050,EMP159,KPI,프로세스 개선,업무 프로세스 효율성 30% 개선,2024 Q3,2024-07-04,2024-10-02,89,완료,89.0,TL009
GOAL05051,EMP159,OKR,프로세스 개선,업무 프로세스 효율성 33% 개선,2024 Q4,2024-10-07,2025-01-05,92,완료,92.0,TL009
GOAL05052,EMP159,MBO,프로젝트 완수,개발 프로젝트 일정 내 완수,2024 Q4,2024-10-07,2025-01-05,84,완료,84.0,TL009
GOAL05053,EMP160,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-05,2022-04-05,72,부분 달성,,TL009
GOAL05054,EMP160,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-05,2022-04-05,99,완료,99.0,TL009
GOAL05055,EMP160,MBO,프로젝트 완수,개발 프로젝트 일정 내 완수,2022 Q1,2022-01-05,2022-04-05,98,완료,98.0,TL009
GOAL05056,EMP160,OKR,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q2,2022-04-04,2022-07-03,83,완료,83.0,TL009
GOAL05057,EMP160,OKR,혁신 과제,신규 아이디어 제안 및 실행 1건,2022 Q2,2022-04-04,2022-07-03,82,완료,82.0,TL009
GOAL05058,EMP160,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q2,2022-04-04,2022-07-03,80,완료,80.0,TL009
GOAL05059,EMP160,OKR,프로세스 개선,반복 업무 자동화로 시간 42% 절감,2022 Q3,2022-07-02,2022-09-30,89,완료,89.0,TL009
GOAL05060,EMP160,MBO,프로세스 개선,반복 업무 자동화로 시간 21% 절감,2022 Q3,2022-07-02,2022-09-30,72,부분 달성,,TL009
GOAL05061,EMP160,OKR,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q3,2022-07-02,2022-09-30,94,완료,94.0,TL009
GOAL05062,EMP160,KPI,프로세스 개선,업무 프로세스 효율성 24% 개선,2022 Q3,2022-07-02,2022-09-30,94,완료,94.0,TL009
GOAL05063,EMP160,OKR,업무 성과,핵심 업무 지표 목표치 96% 달성,2022 Q4,2022-10-04,2023-01-02,78,부분 달성,,TL009
GOAL05064,EMP160,KPI,프로젝트 완수,구축 프로젝트 일정 내 완수,2022 Q4,2022-10-04,2023-01-02,85,완료,85.0,TL009
GOAL05065,EMP160,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q4,2022-10-04,2023-01-02,93,완료,93.0,TL009
GOAL05066,EMP160,MBO,역량 개발,리더십 역량 강화 교육 이수,2022 Q4,2022-10-04,2023-01-02,71,부분 달성,,TL009
GOAL05067,EMP160,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q1,2023-01-02,2023-04-02,100,완료,100.0,TL009
GOAL05068,EMP160,MBO,업무 성과,고객 만족도 26% 향상,2023 Q1,2023-01-02,2023-04-02,75,부분 달성,,TL009
GOAL05069,EMP160,MBO,역량 개발,Python 역량 강화 교육 이수,2023 Q1,2023-01-02,2023-04-02,98,완료,98.0,TL009
GOAL05070,EMP160,KPI,프로젝트 완수,프로젝트 목표 품질 기준 99% 달성,2023 Q1,2023-01-02,2023-04-02,79,부분 달성,,TL009
GOAL05071,EMP160,MBO,업무 성과,고객 만족도 24% 향상,2023 Q2,2023-04-03,2023-07-02,92,완료,92.0,TL009
GOAL05072,EMP160,MBO,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2023 Q2,2023-04-03,2023-07-02,98,완료,98.0,TL009
GOAL05073,EMP160,MBO,프로세스 개선,반복 업무 자동화로 시간 43% 절감,2023 Q2,2023-04-03,2023-07-02,91,완료,91.0,TL009
GOAL05074,EMP160,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q3,2023-07-07,2023-10-05,92,완료,92.0,TL009
GOAL05075,EMP160,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q3,2023-07-07,2023-10-05,97,완료,97.0,TL009
GOAL05076,EMP160,KPI,역량 개발,AI/ML 역량 강화 교육 이수,2023 Q4,2023-10-06,2024-01-04,88,완료,88.0,TL009
GOAL05077,EMP160,MBO,업무 성과,고객 만족도 22% 향상,2023 Q4,2023-10-06,2024-01-04,83,완료,83.0,TL009
GOAL05078,EMP160,OKR,혁신 과제,신규 아이디어 제안 및 실행 3건,2023 Q4,2023-10-06,2024-01-04,85,완료,85.0,TL009
GOAL05079,EMP160,KPI,프로세스 개선,반복 업무 자동화로 시간 50% 절감,2024 Q1,2024-01-03,2024-04-02,97,완료,97.0,TL009
GOAL05080,EMP160,KPI,프로젝트 완수,개발 프로젝트 일정 내 완수,2024 Q1,2024-01-03,2024-04-02,95,완료,95.0,TL009
GOAL05081,EMP160,MBO,프로세스 개선,업무 프로세스 효율성 34% 개선,2024 Q1,2024-01-03,2024-04-02,98,완료,98.0,TL009
GOAL05082,EMP160,OKR,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2024 Q1,2024-01-03,2024-04-02,78,부분 달성,,TL009
GOAL05083,EMP160,OKR,업무 성과,매출 25% 향상,2024 Q2,2024-04-07,2024-07-06,70,부분 달성,,TL009
GOAL05084,EMP160,KPI,프로젝트 완수,구축 프로젝트 일정 내 완수,2024 Q2,2024-04-07,2024-07-06,99,완료,99.0,TL009
GOAL05085,EMP160,OKR,혁신 과제,신규 아이디어 제안 및 실행 2건,2024 Q3,2024-07-05,2024-10-03,94,완료,94.0,TL009
GOAL05086,EMP160,KPI,업무 성과,핵심 업무 지표 목표치 112% 달성,2024 Q3,2024-07-05,2024-10-03,71,부분 달성,,TL009
GOAL05087,EMP160,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q3,2024-07-05,2024-10-03,81,완료,81.0,TL009
GOAL05088,EMP160,KPI,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2024 Q3,2024-07-05,2024-10-03,73,부분 달성,,TL009
GOAL05089,EMP160,KPI,프로세스 개선,업무 프로세스 효율성 39% 개선,2024 Q4,2024-10-02,2024-12-31,70,부분 달성,,TL009
GOAL05090,EMP160,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q4,2024-10-02,2024-12-31,80,완료,80.0,TL009
GOAL05091,EMP161,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q1,2022-01-03,2022-04-03,78,부분 달성,,TL009
GOAL05092,EMP161,KPI,혁신 과제,신규 아이디어 제안 및 실행 1건,2022 Q1,2022-01-03,2022-04-03,88,완료,88.0,TL009
GOAL05093,EMP161,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-03,2022-04-03,100,완료,100.0,TL009
GOAL05094,EMP161,OKR,업무 성과,핵심 업무 지표 목표치 117% 달성,2022 Q1,2022-01-03,2022-04-03,83,완료,83.0,TL009
GOAL05095,EMP161,OKR,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q2,2022-04-07,2022-07-06,71,부분 달성,,TL009
GOAL05096,EMP161,MBO,혁신 과제,신규 아이디어 제안 및 실행 1건,2022 Q2,2022-04-07,2022-07-06,80,완료,80.0,TL009
GOAL05097,EMP161,OKR,프로세스 개선,업무 프로세스 효율성 23% 개선,2022 Q2,2022-04-07,2022-07-06,99,완료,99.0,TL009
GOAL05098,EMP161,MBO,업무 성과,핵심 업무 지표 목표치 119% 달성,2022 Q2,2022-04-07,2022-07-06,99,완료,99.0,TL009
GOAL05099,EMP161,OKR,업무 성과,매출 30% 향상,2022 Q3,2022-07-06,2022-10-04,71,부분 달성,,TL009
GOAL05100,EMP161,KPI,프로젝트 완수,프로젝트 목표 품질 기준 92% 달성,2022 Q3,2022-07-06,2022-10-04,90,완료,90.0,TL009
GOAL05101,EMP161,OKR,프로젝트 완수,구축 프로젝트 일정 내 완수,2022 Q3,2022-07-06,2022-10-04,83,완료,83.0,TL009
GOAL05102,EMP161,OKR,역량 개발,리더십 역량 강화 교육 이수,2022 Q4,2022-10-04,2023-01-02,100,완료,100.0,TL009
GOAL05103,EMP161,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2022 Q4,2022-10-04,2023-01-02,99,완료,99.0,TL009
GOAL05104,EMP161,MBO,업무 성과,핵심 업무 지표 목표치 102% 달성,2022 Q4,2022-10-04,2023-01-02,94,완료,94.0,TL009
GOAL05105,EMP161,OKR,업무 성과,매출 16% 향상,2022 Q4,2022-10-04,2023-01-02,85,완료,85.0,TL009
GOAL05106,EMP161,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q1,2023-01-01,2023-04-01,77,부분 달성,,TL009
GOAL05107,EMP161,KPI,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2023 Q1,2023-01-01,2023-04-01,90,완료,90.0,TL009
GOAL05108,EMP161,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q1,2023-01-01,2023-04-01,78,부분 달성,,TL009
GOAL05109,EMP161,MBO,업무 성과,핵심 업무 지표 목표치 118% 달성,2023 Q1,2023-01-01,2023-04-01,92,완료,92.0,TL009
GOAL05110,EMP161,KPI,업무 성과,핵심 업무 지표 목표치 98% 달성,2023 Q2,2023-04-04,2023-07-03,92,완료,92.0,TL009
GOAL05111,EMP161,OKR,프로젝트 완수,프로젝트 목표 품질 기준 94% 달성,2023 Q2,2023-04-04,2023-07-03,97,완료,97.0,TL009
GOAL05112,EMP161,OKR,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2023 Q3,2023-07-06,2023-10-04,77,부분 달성,,TL009
GOAL05113,EMP161,OKR,프로세스 개선,반복 업무 자동화로 시간 28% 절감,2023 Q3,2023-07-06,2023-10-04,71,부분 달성,,TL009
GOAL05114,EMP161,KPI,프로젝트 완수,프로젝트 목표 품질 기준 95% 달성,2023 Q3,2023-07-06,2023-10-04,81,완료,81.0,TL009
GOAL05115,EMP161,OKR,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q3,2023-07-06,2023-10-04,80,완료,80.0,TL009
GOAL05116,EMP161,MBO,프로세스 개선,업무 프로세스 효율성 18% 개선,2023 Q4,2023-10-02,2023-12-31,73,부분 달성,,TL009
GOAL05117,EMP161,OKR,업무 성과,핵심 업무 지표 목표치 112% 달성,2023 Q4,2023-10-02,2023-12-31,81,완료,81.0,TL009
GOAL05118,EMP161,MBO,프로세스 개선,반복 업무 자동화로 시간 46% 절감,2024 Q1,2024-01-04,2024-04-03,89,완료,89.0,TL009
GOAL05119,EMP161,MBO,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2024 Q1,2024-01-04,2024-04-03,93,완료,93.0,TL009
GOAL05120,EMP161,KPI,업무 성과,핵심 업무 지표 목표치 105% 달성,2024 Q1,2024-01-04,2024-04-03,90,완료,90.0,TL009
GOAL05121,EMP161,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q2,2024-04-05,2024-07-04,86,완료,86.0,TL009
GOAL05122,EMP161,OKR,업무 성과,핵심 업무 지표 목표치 108% 달성,2024 Q2,2024-04-05,2024-07-04,79,부분 달성,,TL009
GOAL05123,EMP161,KPI,프로세스 개선,업무 프로세스 효율성 15% 개선,2024 Q2,2024-04-05,2024-07-04,88,완료,88.0,TL009
GOAL05124,EMP161,OKR,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2024 Q2,2024-04-05,2024-07-04,93,완료,93.0,TL009
GOAL05125,EMP161,KPI,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2024 Q3,2024-07-03,2024-10-01,100,완료,100.0,TL009
GOAL05126,EMP161,MBO,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2024 Q3,2024-07-03,2024-10-01,71,부분 달성,,TL009
GOAL05127,EMP161,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q4,2024-10-01,2024-12-30,90,완료,90.0,TL009
GOAL05128,EMP161,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q4,2024-10-01,2024-12-30,87,완료,87.0,TL009
GOAL05129,EMP161,KPI,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q4,2024-10-01,2024-12-30,90,완료,90.0,TL009
GOAL05130,EMP161,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q4,2024-10-01,2024-12-30,90,완료,90.0,TL009
GOAL05131,EMP162,OKR,업무 성과,고객 만족도 24% 향상,2022 Q1,2022-01-02,2022-04-02,70,부분 달성,,TL009
GOAL05132,EMP162,MBO,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2022 Q1,2022-01-02,2022-04-02,75,부분 달성,,TL009
GOAL05133,EMP162,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q2,2022-04-05,2022-07-04,96,완료,96.0,TL009
GOAL05134,EMP162,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q2,2022-04-05,2022-07-04,72,부분 달성,,TL009
GOAL05135,EMP162,OKR,프로세스 개선,반복 업무 자동화로 시간 39% 절감,2022 Q3,2022-07-01,2022-09-29,87,완료,87.0,TL009
GOAL05136,EMP162,OKR,프로세스 개선,업무 프로세스 효율성 19% 개선,2022 Q3,2022-07-01,2022-09-29,82,완료,82.0,TL009
GOAL05137,EMP162,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q4,2022-10-02,2022-12-31,82,완료,82.0,TL009
GOAL05138,EMP162,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-02,2022-12-31,76,부분 달성,,TL009
GOAL05139,EMP162,MBO,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2022 Q4,2022-10-02,2022-12-31,82,완료,82.0,TL009
GOAL05140,EMP162,KPI,프로젝트 완수,프로젝트 목표 품질 기준 97% 달성,2022 Q4,2022-10-02,2022-12-31,96,완료,96.0,TL009
GOAL05141,EMP162,KPI,혁신 과제,신규 아이디어 제안 및 실행 1건,2023 Q1,2023-01-07,2023-04-07,80,완료,80.0,TL009
GOAL05142,EMP162,KPI,업무 성과,고객 만족도 15% 향상,2023 Q1,2023-01-07,2023-04-07,70,부분 달성,,TL009
GOAL05143,EMP162,OKR,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2023 Q1,2023-01-07,2023-04-07,83,완료,83.0,TL009
GOAL05144,EMP162,OKR,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2023 Q1,2023-01-07,2023-04-07,76,부분 달성,,TL009
GOAL05145,EMP162,MBO,프로세스 개선,업무 프로세스 효율성 31% 개선,2023 Q2,2023-04-07,2023-07-06,89,완료,89.0,TL009
GOAL05146,EMP162,OKR,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2023 Q2,2023-04-07,2023-07-06,91,완료,91.0,TL009
GOAL05147,EMP162,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q2,2023-04-07,2023-07-06,72,부분 달성,,TL009
GOAL05148,EMP162,OKR,업무 성과,핵심 업무 지표 목표치 116% 달성,2023 Q3,2023-07-02,2023-09-30,85,완료,85.0,TL009
GOAL05149,EMP162,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q3,2023-07-02,2023-09-30,92,완료,92.0,TL009
GOAL05150,EMP162,KPI,혁신 과제,신규 아이디어 제안 및 실행 3건,2023 Q3,2023-07-02,2023-09-30,77,부분 달성,,TL009
GOAL05151,EMP162,KPI,프로젝트 완수,프로젝트 목표 품질 기준 99% 달성,2023 Q4,2023-10-04,2024-01-02,81,완료,81.0,TL009
GOAL05152,EMP162,OKR,업무 성과,생산성 28% 향상,2023 Q4,2023-10-04,2024-01-02,93,완료,93.0,TL009
GOAL05153,EMP162,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q1,2024-01-07,2024-04-06,79,부분 달성,,TL009
GOAL05154,EMP162,KPI,프로세스 개선,업무 프로세스 효율성 32% 개선,2024 Q1,2024-01-07,2024-04-06,94,완료,94.0,TL009
GOAL05155,EMP162,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q1,2024-01-07,2024-04-06,81,완료,81.0,TL009
GOAL05156,EMP162,KPI,역량 개발,리더십 역량 강화 교육 이수,2024 Q1,2024-01-07,2024-04-06,81,완료,81.0,TL009
GOAL05157,EMP162,OKR,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2024 Q2,2024-04-06,2024-07-05,85,완료,85.0,TL009
GOAL05158,EMP162,OKR,업무 성과,핵심 업무 지표 목표치 92% 달성,2024 Q2,2024-04-06,2024-07-05,72,부분 달성,,TL009
GOAL05159,EMP162,OKR,업무 성과,고객 만족도 13% 향상,2024 Q3,2024-07-01,2024-09-29,81,완료,81.0,TL009
GOAL05160,EMP162,MBO,프로젝트 완수,프로젝트 목표 품질 기준 97% 달성,2024 Q3,2024-07-01,2024-09-29,86,완료,86.0,TL009
GOAL05161,EMP162,KPI,프로젝트 완수,프로젝트 목표 품질 기준 96% 달성,2024 Q3,2024-07-01,2024-09-29,73,부분 달성,,TL009
GOAL05162,EMP162,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q3,2024-07-01,2024-09-29,95,완료,95.0,TL009
GOAL05163,EMP162,KPI,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2024 Q4,2024-10-06,2025-01-04,70,부분 달성,,TL009
GOAL05164,EMP162,MBO,프로세스 개선,반복 업무 자동화로 시간 46% 절감,2024 Q4,2024-10-06,2025-01-04,92,완료,92.0,TL009
GOAL05165,EMP162,MBO,업무 성과,고객 만족도 14% 향상,2024 Q4,2024-10-06,2025-01-04,84,완료,84.0,TL009
GOAL05166,EMP162,KPI,프로세스 개선,반복 업무 자동화로 시간 41% 절감,2024 Q4,2024-10-06,2025-01-04,79,부분 달성,,TL009
GOAL05167,EMP163,OKR,프로젝트 완수,프로젝트 목표 품질 기준 90% 달성,2022 Q1,2022-01-05,2022-04-05,87,완료,87.0,TL009
GOAL05168,EMP163,KPI,프로젝트 완수,개선 프로젝트 일정 내 완수,2022 Q1,2022-01-05,2022-04-05,76,부분 달성,,TL009
