survey_id,employee_id,org_id,org_name,division_name,survey_year,survey_date,q_psychological_safety,q_trust_in_leadership,q_collaboration,q_innovation_encouragement,q_work_life_balance,q_recognition,q_fairness,overall_team_satisfaction,qualitative_comment,would_recommend_team
TCULTURE00317,EMP161,ORG301,마케팅팀,비즈니스본부,2023,2023-11-03,3.0,4.3,4.0,4.5,3.5,3.6,3.4,3.8,팀 분위기가 예전만 못합니다. 팀 내 갈등로 인해 구성원 의견 청취 상황입니다.,3.4
TCULTURE00318,EMP161,ORG301,마케팅팀,비즈니스본부,2024,2024-11-10,3.0,3.5,3.1,3.7,3.6,3.6,4.3,3.5,성장 기회가 제한적됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.5
TCULTURE00319,EMP162,ORG301,마케팅팀,비즈니스본부,2023,2023-10-04,3.9,4.5,4.2,4.1,3.3,3.6,2.8,3.8,팀 분위기가 개선이 시급합니다. 핵심 인재 이탈로 인해 문화 혁신 시급 상황입니다.,3.7
TCULTURE00320,EMP162,ORG301,마케팅팀,비즈니스본부,2024,2024-11-21,3.6,3.5,4.0,2.9,4.3,4.0,3.5,3.7,팀 분위기가 침체되어 있습니다. 업무 동기 저하로 인해 문화 혁신 시급 상황입니다.,3.4
TCULTURE00321,EMP163,ORG301,마케팅팀,비즈니스본부,2023,2023-11-20,3.7,4.3,3.6,3.6,3.5,4.4,3.3,3.8,성장 기회가 제한적됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,3.5
TCULTURE00322,EMP163,ORG301,마케팅팀,비즈니스본부,2024,2024-11-02,4.2,3.6,4.1,3.0,3.4,4.2,3.2,3.7,팀 분위기가 점점 악화되는 느낌. 업무 동기 저하로 인해 문화 혁신 시급 상황입니다.,3.4
TCULTURE00323,EMP164,ORG301,마케팅팀,비즈니스본부,2023,2023-10-26,3.6,3.0,3.3,3.6,3.5,4.1,4.3,3.6,업무 분배가 불균형하다고 느낍니다. 역할과 책임 명확화이 필요합니다.,3.1
TCULTURE00324,EMP164,ORG301,마케팅팀,비즈니스본부,2024,2024-11-25,3.6,3.8,4.3,3.9,3.6,3.8,3.8,3.8,성장 기회가 제한적됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.0
TCULTURE00325,EMP166,ORG301,마케팅팀,비즈니스본부,2023,2023-11-08,3.6,4.2,3.4,3.6,3.4,2.3,3.5,3.4,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.7
TCULTURE00326,EMP166,ORG301,마케팅팀,비즈니스본부,2024,2024-10-26,3.2,2.9,3.1,3.9,4.5,4.2,2.8,3.5,업무 분배가 불균형하다고 느낍니다. 리더의 적극적 소통이 필요합니다.,3.9
TCULTURE00327,EMP167,ORG301,마케팅팀,비즈니스본부,2023,2023-11-13,3.2,3.2,3.3,3.9,4.0,3.5,3.5,3.5,팀 분위기가 침체되어 있습니다. 팀 내 갈등로 인해 조직 개편 필요 상황입니다.,3.7
TCULTURE00328,EMP167,ORG301,마케팅팀,비즈니스본부,2024,2024-10-03,3.8,4.1,2.9,3.5,3.0,3.5,3.4,3.5,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.5
TCULTURE00329,EMP168,ORG301,마케팅팀,비즈니스본부,2023,2023-10-25,3.1,2.8,2.5,3.4,3.3,3.2,4.2,3.2,의사결정 과정이 불투명합니다. 정기 팀 미팅 활성화이 필요합니다.,3.1
TCULTURE00330,EMP168,ORG301,마케팅팀,비즈니스본부,2024,2024-10-07,4.2,4.3,2.5,3.5,3.3,2.0,2.8,3.2,팀 분위기가 예전만 못합니다. 리더 신뢰 문제로 인해 구성원 의견 청취 상황입니다.,3.9
TCULTURE00331,EMP169,ORG301,마케팅팀,비즈니스본부,2023,2023-11-05,4.5,4.0,3.7,3.5,4.3,4.6,3.2,4.0,팀 분위기가 개선이 시급합니다. 팀 내 갈등로 인해 문화 혁신 시급 상황입니다.,2.5
TCULTURE00332,EMP169,ORG301,마케팅팀,비즈니스본부,2024,2024-11-03,2.5,4.2,3.5,3.6,2.6,3.1,3.4,3.3,불공정한 평가됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.6
TCULTURE00333,EMP170,ORG301,마케팅팀,비즈니스본부,2023,2023-10-10,3.3,3.0,3.1,4.1,3.6,3.8,3.1,3.4,의사결정 과정이 불투명합니다. 프로세스 개선이 필요합니다.,2.0
TCULTURE00334,EMP170,ORG301,마케팅팀,비즈니스본부,2024,2024-10-12,3.2,3.1,3.7,5.0,3.8,4.9,3.8,3.9,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.2
TCULTURE00335,EMP171,ORG301,마케팅팀,비즈니스본부,2023,2023-10-09,3.7,4.4,4.4,3.2,3.6,2.8,3.9,3.7,팀 분위기가 예전만 못합니다. 팀 내 갈등로 인해 조직 개편 필요 상황입니다.,4.3
TCULTURE00336,EMP171,ORG301,마케팅팀,비즈니스본부,2024,2024-10-16,3.5,3.2,3.7,3.7,3.5,3.6,3.4,3.5,팀 분위기가 개선이 시급합니다. 핵심 인재 이탈로 인해 문화 혁신 시급 상황입니다.,4.0
TCULTURE00337,EMP172,ORG302,영업팀,비즈니스본부,2023,2023-11-10,3.9,3.0,3.0,3.4,3.9,3.6,3.2,3.4,팀 분위기가 예전만 못합니다. 리더 신뢰 문제로 인해 리더십 교체 검토 상황입니다.,3.6
TCULTURE00338,EMP172,ORG302,영업팀,비즈니스본부,2024,2024-10-03,3.3,3.9,3.7,3.3,3.6,4.2,3.2,3.6,팀 분위기가 점점 악화되는 느낌. 업무 동기 저하로 인해 리더십 교체 검토 상황입니다.,3.7
TCULTURE00339,EMP173,ORG302,영업팀,비즈니스본부,2023,2023-10-11,3.5,3.7,3.2,3.6,4.1,3.0,2.8,3.4,팀 분위기가 예전만 못합니다. 팀 내 갈등로 인해 문화 혁신 시급 상황입니다.,2.9
TCULTURE00340,EMP173,ORG302,영업팀,비즈니스본부,2024,2024-11-06,2.9,3.8,2.8,3.4,3.8,3.7,3.3,3.4,팀 분위기가 개선이 시급합니다. 팀 내 갈등로 인해 조직 개편 필요 상황입니다.,3.6
TCULTURE00341,EMP174,ORG302,영업팀,비즈니스본부,2023,2023-11-14,3.6,3.4,3.4,4.6,3.9,4.7,3.3,3.8,의사결정 과정이 불투명합니다. 역할과 책임 명확화이 필요합니다.,3.5
TCULTURE00342,EMP174,ORG302,영업팀,비즈니스본부,2024,2024-11-13,2.8,3.1,4.5,3.2,4.5,2.9,3.0,3.4,의사결정 과정이 불투명합니다. 역할과 책임 명확화이 필요합니다.,3.3
TCULTURE00343,EMP175,ORG302,영업팀,비즈니스본부,2023,2023-10-07,3.5,4.0,3.7,3.3,3.4,3.3,3.0,3.5,업무 분배가 불균형하다고 느낍니다. 역할과 책임 명확화이 필요합니다.,3.1
TCULTURE00344,EMP175,ORG302,영업팀,비즈니스본부,2024,2024-11-19,4.0,2.6,4.3,3.3,3.1,3.9,4.2,3.6,성과 인정이 부족됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,4.1
TCULTURE00345,EMP176,ORG302,영업팀,비즈니스본부,2023,2023-11-11,3.8,4.0,2.6,3.2,3.0,4.1,3.3,3.4,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.9
TCULTURE00346,EMP176,ORG302,영업팀,비즈니스본부,2024,2024-10-23,3.8,3.1,3.2,4.1,3.1,3.6,3.1,3.4,팀 분위기가 예전만 못합니다. 팀 내 갈등로 인해 구성원 의견 청취 상황입니다.,3.3
TCULTURE00347,EMP177,ORG302,영업팀,비즈니스본부,2024,2024-11-02,3.5,3.1,3.0,3.6,3.1,3.1,3.0,3.2,성장 기회가 제한적됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.5
TCULTURE00348,EMP178,ORG302,영업팀,비즈니스본부,2024,2024-10-18,4.0,4.3,3.1,4.6,3.0,4.0,3.1,3.7,불공정한 평가됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.1
TCULTURE00349,EMP179,ORG302,영업팀,비즈니스본부,2023,2023-11-26,3.1,3.5,3.8,3.8,3.0,3.0,3.0,3.3,팀 분위기가 침체되어 있습니다. 핵심 인재 이탈로 인해 리더십 교체 검토 상황입니다.,3.4
TCULTURE00350,EMP179,ORG302,영업팀,비즈니스본부,2024,2024-10-21,3.4,3.0,3.6,4.6,3.2,3.3,3.8,3.6,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.2
TCULTURE00351,EMP180,ORG302,영업팀,비즈니스본부,2023,2023-10-19,3.8,3.1,4.4,3.7,3.2,3.2,3.2,3.5,팀 분위기가 예전만 못합니다. 핵심 인재 이탈로 인해 조직 개편 필요 상황입니다.,4.2
TCULTURE00352,EMP180,ORG302,영업팀,비즈니스본부,2024,2024-10-18,2.9,3.2,3.2,3.5,3.4,2.8,3.3,3.2,팀 분위기가 침체되어 있습니다. 업무 동기 저하로 인해 리더십 교체 검토 상황입니다.,3.5
TCULTURE00353,EMP181,ORG302,영업팀,비즈니스본부,2023,2023-11-11,3.2,3.8,4.0,3.5,3.6,2.4,3.3,3.4,팀 분위기가 점점 악화되는 느낌. 팀 내 갈등로 인해 구성원 의견 청취 상황입니다.,4.0
TCULTURE00354,EMP181,ORG302,영업팀,비즈니스본부,2024,2024-10-13,3.3,3.1,4.6,4.4,3.7,4.1,2.4,3.7,팀 내 소통이 원활하지 않을 때가 있습니다. 리더의 적극적 소통이 필요합니다.,3.1
TCULTURE00355,EMP182,ORG302,영업팀,비즈니스본부,2023,2023-11-22,3.3,3.4,3.3,2.2,3.7,3.8,4.3,3.4,성과 인정이 부족됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.1
TCULTURE00356,EMP182,ORG302,영업팀,비즈니스본부,2024,2024-10-07,3.1,2.2,3.4,4.0,3.2,4.6,3.4,3.4,불공정한 평가됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.6
TCULTURE00357,EMP183,ORG302,영업팀,비즈니스본부,2023,2023-11-18,2.8,3.6,2.5,3.8,3.9,4.2,3.0,3.4,팀 비전이 명확하지 않습니다. 리더의 적극적 소통이 필요합니다.,3.6
TCULTURE00358,EMP183,ORG302,영업팀,비즈니스본부,2024,2024-11-12,3.8,3.7,3.1,2.3,3.7,3.4,3.2,3.3,팀 내 소통이 원활하지 않을 때가 있습니다. 프로세스 개선이 필요합니다.,3.9
TCULTURE00359,EMP184,ORG302,영업팀,비즈니스본부,2023,2023-10-23,3.5,2.8,2.5,2.9,4.7,3.9,3.6,3.4,팀 분위기가 점점 악화되는 느낌. 팀 내 갈등로 인해 리더십 교체 검토 상황입니다.,3.4
TCULTURE00360,EMP184,ORG302,영업팀,비즈니스본부,2024,2024-10-05,3.4,4.1,3.3,3.8,3.3,4.5,3.9,3.8,성과 인정이 부족됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,4.1
TCULTURE00361,EMP185,ORG302,영업팀,비즈니스본부,2023,2023-10-19,3.2,4.0,3.3,3.6,4.3,3.0,3.6,3.6,불공정한 평가됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.7
TCULTURE00362,EMP185,ORG302,영업팀,비즈니스본부,2024,2024-10-24,3.8,3.3,4.5,2.9,4.2,4.1,4.5,3.9,불공정한 평가됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,2.7
TCULTURE00363,EMP186,ORG302,영업팀,비즈니스본부,2023,2023-11-12,3.1,4.2,2.6,2.7,3.3,3.6,4.3,3.4,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.4
TCULTURE00364,EMP186,ORG302,영업팀,비즈니스본부,2024,2024-10-15,3.2,3.7,3.7,3.7,3.4,2.5,3.0,3.3,의사결정 과정이 불투명합니다. 프로세스 개선이 필요합니다.,4.2
TCULTURE00365,EMP187,ORG302,영업팀,비즈니스본부,2024,2024-11-21,3.6,3.3,4.1,2.9,3.4,3.6,3.3,3.5,팀 내 소통이 원활하지 않을 때가 있습니다. 정기 팀 미팅 활성화이 필요합니다.,3.6
TCULTURE00366,EMP188,ORG302,영업팀,비즈니스본부,2024,2024-11-17,3.4,2.8,3.6,2.8,3.6,4.2,3.4,3.4,팀 분위기가 개선이 시급합니다. 업무 동기 저하로 인해 조직 개편 필요 상황입니다.,2.9
TCULTURE00367,EMP189,ORG302,영업팀,비즈니스본부,2023,2023-10-04,3.4,3.1,3.8,3.4,4.4,4.1,3.4,3.7,팀 분위기가 개선이 시급합니다. 팀 내 갈등로 인해 구성원 의견 청취 상황입니다.,3.9
TCULTURE00368,EMP189,ORG302,영업팀,비즈니스본부,2024,2024-10-19,3.3,3.5,3.3,3.9,4.2,3.9,4.0,3.7,팀 내 소통이 원활하지 않을 때가 있습니다. 프로세스 개선이 필요합니다.,4.0
TCULTURE00369,EMP190,ORG302,영업팀,비즈니스본부,2023,2023-11-07,3.8,2.9,4.4,4.4,3.4,3.3,3.8,3.7,성과 인정이 부족됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.8
TCULTURE00370,EMP190,ORG302,영업팀,비즈니스본부,2024,2024-10-24,3.4,2.9,3.7,3.8,3.9,3.7,3.4,3.5,성과 인정이 부족됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,4.0
TCULTURE00371,EMP192,ORG302,영업팀,비즈니스본부,2023,2023-10-01,3.5,3.3,3.4,2.6,3.4,3.8,3.7,3.4,의사결정 과정이 불투명합니다. 리더의 적극적 소통이 필요합니다.,4.3
TCULTURE00372,EMP192,ORG302,영업팀,비즈니스본부,2024,2024-11-21,3.4,3.7,3.9,4.7,3.6,3.0,3.9,3.7,팀 내 소통이 원활하지 않을 때가 있습니다. 정기 팀 미팅 활성화이 필요합니다.,4.4
TCULTURE00373,EMP195,ORG302,영업팀,비즈니스본부,2023,2023-10-24,3.3,3.9,4.1,4.0,3.6,3.2,3.5,3.7,팀 분위기가 개선이 시급합니다. 팀 내 갈등로 인해 구성원 의견 청취 상황입니다.,3.7
TCULTURE00374,EMP195,ORG302,영업팀,비즈니스본부,2024,2024-11-27,4.0,3.7,3.3,3.8,3.9,3.7,3.1,3.6,불공정한 평가됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.4
TCULTURE00375,EMP196,ORG302,영업팀,비즈니스본부,2023,2023-10-11,4.0,2.8,2.5,4.3,3.8,3.8,3.0,3.5,의사결정 과정이 불투명합니다. 리더의 적극적 소통이 필요합니다.,3.9
TCULTURE00376,EMP196,ORG302,영업팀,비즈니스본부,2024,2024-11-05,3.6,2.7,4.2,3.6,3.3,3.3,2.5,3.3,성과 인정이 부족됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.8
