review_id,employee_id,review_period,final_grade,manager_comment_development
REV0806,EMP181,2023 H1,C,목표 달성률 70%. 역량 부족 파악. 집중 육성 시급.
REV0807,EMP181,2023 H2,C,목표 달성률 71%. 태도 문제 파악. PIP 수립 시급.
REV0808,EMP181,2024 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 멘토 배정 지원.
REV0809,EMP182,2022 H1,B,기본 목표 달성. 무난한 업무 처리. 기술 역량 보완 필요.
REV0810,EMP182,2022 H2,B,평범한 수준. 자기주도적 개선 필요.
REV0811,EMP182,2023 H1,B,기본 목표 달성. 품질 기준 충족. 기술 역량 보완 필요.
REV0812,EMP182,2023 H2,A,프로젝트 수행 능력 우수. 보상 인센티브.
REV0813,EMP182,2024 H1,C,개선 미흡. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0814,EMP183,2022 H1,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0815,EMP183,2022 H2,D,심각한 수준의 저성과. 근본 원인 파악 필요. PIP 즉시 적용.
REV0816,EMP183,2023 H1,A,반기 목표 114% 달성. 안정적이고 우수한 성과. 도전적 과제 부여.
REV0817,EMP183,2023 H2,B,평범한 수준. 시야 확대 필요.
REV0818,EMP183,2024 H1,D,심각한 수준의 저성과. 적합성 검토 필요. 전문가 코칭.
REV0819,EMP184,2022 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 개선 계획 지원.
REV0820,EMP184,2022 H2,A,협업 및 소통 역량 우수. 역량 확장 지원.
REV0821,EMP184,2023 H1,D,심각한 수준의 저성과. 즉시 개선 조치 필요. PIP 즉시 적용.
REV0822,EMP184,2023 H2,B,기본 목표 달성. 품질 기준 충족. 효율성 제고 필요.
REV0823,EMP184,2024 H1,A,반기 목표 119% 달성. 안정적이고 우수한 성과. 승진 후보 검토.
REV0824,EMP185,2022 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 교육 기회 지원.
REV0825,EMP185,2022 H2,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 멘토링 프로그램.
REV0826,EMP185,2023 H1,B,평균적 성과. 성장 정체 우려. 개선 계획 지원.
REV0827,EMP185,2023 H2,C,반복적 실수. 3개월 내 구체적 발전 없으면 추가 조치.
REV0828,EMP185,2024 H1,A,우수한 성과. 혁신 역량 개발 시 S등급 도약 가능. 멘토링 프로그램.
REV0829,EMP186,2022 H1,A,협업 및 소통 역량 우수. 역량 확장 지원.
REV0830,EMP186,2022 H2,D,심각한 수준의 저성과. 역량 재평가 필요. 고용 유지 재검토.
REV0831,EMP186,2023 H1,B,안정적이나 도전 부족. 시야 확대 필요.
REV0832,EMP186,2023 H2,D,심각한 수준의 저성과. 역량 재평가 필요. 고용 유지 재검토.
REV0833,EMP186,2024 H1,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0834,EMP189,2022 H1,B,기본 목표 달성. 무난한 업무 처리. 커뮤니케이션 개선 필요.
REV0835,EMP189,2022 H2,D,심각한 수준의 저성과. 근본 원인 파악 필요. 고용 유지 재검토.
REV0836,EMP189,2023 H1,S,탁월한 실행력으로 조직에 큰 가치 창출. 장기 유지 전략 필요.
REV0837,EMP189,2023 H2,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0838,EMP189,2024 H1,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0839,EMP190,2022 H2,S,창의적 문제 해결으로 조직에 큰 가치 창출. 차세대 리더 육성 대상.
REV0840,EMP190,2023 H1,C,개선 미흡. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0841,EMP190,2023 H2,B,안정적이나 도전 부족. 적극성 제고 필요.
REV0842,EMP190,2024 H1,B,평균적 성과. 성장 정체 우려. 1:1 코칭 지원.
REV0843,EMP192,2022 H1,B,기대치 수준. 더 높은 목표 설정 권장 필요.
REV0844,EMP192,2022 H2,B,기대치 수준. 시야 확대 필요.
REV0845,EMP192,2023 H1,A,협업 및 소통 역량 우수. 보상 인센티브.
REV0846,EMP192,2023 H2,C,기대 이하 성과. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0847,EMP192,2024 H1,B,기대치 수준. 자기주도적 개선 필요.
REV0848,EMP195,2022 H1,A,반기 목표 118% 달성. 기대에 부응하는 기여. 리더십 기회 제공 검토.
REV0849,EMP195,2022 H2,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0850,EMP195,2023 H1,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0851,EMP195,2023 H2,A,반기 목표 111% 달성. 팀 목표 달성에 기여. 승진 후보 검토.
REV0852,EMP195,2024 H1,A,반기 목표 118% 달성. 기대에 부응하는 기여. 도전적 과제 부여.
REV0853,EMP196,2022 H1,A,반기 목표 118% 달성. 기대에 부응하는 기여. 도전적 과제 부여.
REV0854,EMP196,2022 H2,B,기본 목표 달성. 품질 기준 충족. 효율성 제고 필요.
REV0855,EMP196,2023 H1,C,목표 달성률 72%. 우선순위 오류 파악. 멘토링 강화 시급.
REV0856,EMP196,2023 H2,D,심각한 수준의 저성과. 적합성 검토 필요. 전문가 코칭.
REV0857,EMP196,2024 H1,A,우수한 성과. 혁신 역량 개발 시 S등급 도약 가능. 멘토링 프로그램.
