meeting_id,employee_id,manager_id,meeting_datetime,duration_minutes,discussion_topics,action_items,next_meeting_scheduled,employee_satisfaction_score,meeting_status
MTG004802,EMP144,TL008,2023-05-29 10:00:00,45,성과 목표 검토 및 조정 | 개인 역량 개발 계획 | 최근 프로젝트 피드백,프로젝트 배정 | 다음 분기까지 검토,2023-06-28,4.8,완료
MTG004803,EMP144,TL008,2023-06-18 16:30:00,45,개인 역량 개발 계획 | 차기 평가 준비,다음 주까지 검토 | 프로젝트 배정,2023-07-18,3.7,완료
MTG004804,EMP144,TL008,2023-07-23 13:30:00,30,업무 만족도 및 고충 상담 | 개인 역량 개발 계획,다음 분기까지 실행,2023-08-21,4.1,완료
MTG004805,EMP144,TL008,2023-08-03 11:00:00,45,교육 및 개발 기회 논의 | 차기 평가 준비,피드백 반영 | 다음 주까지 실행,2023-09-04,4.0,완료
MTG004806,EMP144,TL008,2023-09-18 11:00:00,30,업무 만족도 및 고충 상담 | 커리어 개발 논의 | 최근 프로젝트 피드백,역량 개발 계획 수립 | 다음 분기까지 검토,2023-10-23,4.5,완료
MTG004807,EMP144,TL008,2023-10-15 10:00:00,45,성과 목표 검토 및 조정 | 업무 관련 어려움 및 지원 사항,피드백 반영,2023-11-15,4.9,완료
MTG004808,EMP144,TL008,2023-11-22 15:30:00,30,업무 만족도 및 고충 상담 | 업무 진행 상황 점검,역량 개발 계획 수립,2023-12-27,4.2,완료
MTG004809,EMP144,TL008,2023-12-14 12:30:00,60,성과 목표 검토 및 조정 | 교육 및 개발 기회 논의 | 차기 평가 준비,프로젝트 배정 | 다음 분기까지 실행,2024-01-12,4.7,완료
MTG004810,EMP144,TL008,2024-01-24 16:30:00,45,업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담,피드백 반영,2024-02-22,4.5,완료
MTG004811,EMP144,TL008,2024-02-05 11:30:00,30,업무 관련 어려움 및 지원 사항 | 개인 역량 개발 계획,이번 달 내 완료,2024-03-09,4.1,완료
MTG004812,EMP144,TL008,2024-03-19 11:00:00,60,팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항,다음 주까지 완료,2024-04-17,4.3,완료
MTG004813,EMP144,TL008,2024-04-19 16:00:00,45,개인 역량 개발 계획 | 교육 및 개발 기회 논의,다음 주까지 검토,2024-05-21,3.9,완료
MTG004814,EMP144,TL008,2024-05-22 14:00:00,45,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백 | 개인 역량 개발 계획,교육 신청 | 다음 주까지 검토,2024-06-25,3.9,완료
MTG004815,EMP144,TL008,2024-05-25 14:30:00,45,업무 관련 어려움 및 지원 사항 | 성과 목표 검토 및 조정,다음 분기까지 완료,2024-06-29,4.7,완료
MTG004816,EMP144,TL008,2024-06-30 12:30:00,30,업무 진행 상황 점검 | 업무 만족도 및 고충 상담 | 개인 역량 개발 계획,이번 달 내 검토 | 프로젝트 배정,2024-08-03,4.3,완료
MTG004817,EMP144,TL008,2024-08-03 10:30:00,60,커리어 개발 논의 | 업무 진행 상황 점검,프로젝트 배정,2024-08-31,3.7,완료
MTG004818,EMP144,TL008,2024-09-01 16:00:00,45,교육 및 개발 기회 논의 | 최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션,프로젝트 배정,2024-10-03,3.9,완료
MTG004819,EMP144,TL008,2024-09-29 16:00:00,30,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백 | 성과 목표 검토 및 조정,다음 분기까지 완료,2024-10-24,4.3,완료
MTG004820,EMP144,TL008,2024-11-10 11:00:00,45,성과 목표 검토 및 조정 | 업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션,다음 분기까지 검토,2024-12-06,3.6,완료
MTG004821,EMP144,TL008,2024-12-18 10:00:00,60,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검,목표 수정,2025-01-20,4.9,완료
MTG004822,EMP144,TL008,2024-12-31 10:30:00,60,커리어 개발 논의 | 개인 역량 개발 계획,이번 달 내 실행,2025-01-29,3.6,완료
MTG004823,EMP144,TL008,2025-01-23 15:00:00,60,성과 목표 검토 및 조정 | 차기 평가 준비,프로젝트 배정 | 이번 달 내 실행,2025-02-26,4.9,완료
MTG004824,EMP144,TL008,2025-03-15 16:30:00,30,업무 만족도 및 고충 상담 | 차기 평가 준비 | 팀 협업 및 커뮤니케이션,다음 주까지 완료,2025-04-14,3.7,완료
MTG004825,EMP144,TL008,2025-04-14 10:00:00,30,성과 목표 검토 및 조정 | 차기 평가 준비,다음 주까지 검토,2025-05-13,3.8,완료
MTG004826,EMP144,TL008,2025-05-13 10:00:00,30,커리어 개발 논의 | 최근 프로젝트 피드백,목표 수정 | 다음 주까지 실행,2025-06-07,4.5,완료
MTG004827,EMP144,TL008,2025-06-09 11:30:00,60,차기 평가 준비 | 업무 관련 어려움 및 지원 사항,다음 분기까지 검토 | 목표 수정,2025-07-06,4.7,완료
MTG004828,EMP144,TL008,2025-07-01 11:30:00,60,팀 협업 및 커뮤니케이션 | 차기 평가 준비 | 최근 프로젝트 피드백,역량 개발 계획 수립,2025-08-05,4.8,완료
MTG004829,EMP144,TL008,2025-07-26 15:30:00,30,교육 및 개발 기회 논의 | 최근 프로젝트 피드백,다음 분기까지 완료,2025-08-28,4.3,완료
MTG004830,EMP144,TL008,2025-09-10 10:30:00,45,최근 프로젝트 피드백 | 업무 진행 상황 점검,교육 신청 | 다음 주까지 완료,2025-10-06,3.9,완료
MTG004831,EMP144,TL008,2025-10-02 11:30:00,45,최근 프로젝트 피드백 | 교육 및 개발 기회 논의 | 차기 평가 준비,다음 주까지 검토,2025-10-31,3.6,완료
MTG004832,EMP144,TL008,2025-11-06 12:30:00,45,개인 역량 개발 계획 | 최근 프로젝트 피드백 | 업무 관련 어려움 및 지원 사항,목표 수정 | 다음 주까지 완료,2025-12-01,4.3,완료
MTG004833,EMP145,TL008,2023-01-27 12:30:00,60,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,다음 분기까지 완료,2023-02-28,4.3,완료
MTG004834,EMP145,TL008,2023-02-26 14:00:00,45,성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션,피드백 반영 | 다음 분기까지 완료,2023-04-02,3.9,완료
MTG004835,EMP145,TL008,2023-03-21 16:30:00,45,성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션,프로젝트 배정 | 이번 달 내 완료,2023-04-20,4.0,완료
MTG004836,EMP145,TL008,2023-04-04 11:30:00,30,업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의,다음 주까지 실행 | 목표 수정,2023-05-09,4.1,완료
MTG004837,EMP145,TL008,2023-05-09 16:30:00,45,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백 | 커리어 개발 논의,이번 달 내 완료,2023-06-07,3.9,완료
MTG004838,EMP145,TL008,2023-05-31 14:30:00,45,팀 협업 및 커뮤니케이션 | 커리어 개발 논의 | 업무 진행 상황 점검,이번 달 내 검토,2023-06-28,4.8,완료
MTG004839,EMP145,TL008,2023-07-17 13:30:00,30,교육 및 개발 기회 논의 | 최근 프로젝트 피드백 | 업무 진행 상황 점검,다음 주까지 완료 | 역량 개발 계획 수립,2023-08-14,4.4,완료
MTG004840,EMP145,TL008,2023-08-25 16:30:00,30,차기 평가 준비 | 업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담,다음 주까지 검토 | 교육 신청,2023-09-24,3.6,완료
MTG004841,EMP145,TL008,2023-09-14 11:00:00,30,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백,피드백 반영,2023-10-09,3.9,완료
MTG004842,EMP145,TL008,2023-10-09 12:30:00,30,업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,다음 주까지 검토 | 역량 개발 계획 수립,2023-11-05,3.8,완료
MTG004843,EMP145,TL008,2023-10-28 11:30:00,45,개인 역량 개발 계획 | 교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,다음 주까지 실행 | 교육 신청,2023-11-24,4.8,완료
MTG004844,EMP145,TL008,2023-12-14 10:00:00,30,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의,이번 달 내 실행,2024-01-14,3.9,완료
MTG004845,EMP145,TL008,2024-01-18 10:30:00,30,성과 목표 검토 및 조정 | 개인 역량 개발 계획,역량 개발 계획 수립,2024-02-15,3.8,완료
MTG004846,EMP145,TL008,2024-02-13 13:30:00,45,개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션,피드백 반영 | 이번 달 내 실행,2024-03-13,4.6,완료
MTG004847,EMP145,TL008,2024-03-08 14:00:00,60,팀 협업 및 커뮤니케이션 | 차기 평가 준비 | 업무 만족도 및 고충 상담,다음 분기까지 완료 | 프로젝트 배정,2024-04-04,3.8,완료
MTG004848,EMP145,TL008,2024-03-28 10:00:00,45,업무 만족도 및 고충 상담 | 차기 평가 준비,역량 개발 계획 수립 | 이번 달 내 완료,2024-04-25,4.0,완료
MTG004849,EMP145,TL008,2024-05-06 15:00:00,60,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션 | 커리어 개발 논의,이번 달 내 실행,2024-06-06,4.2,완료
MTG004850,EMP145,TL008,2024-06-11 13:00:00,30,업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션,다음 주까지 완료 | 피드백 반영,2024-07-14,4.0,완료
MTG004851,EMP145,TL008,2024-06-30 12:00:00,45,개인 역량 개발 계획 | 최근 프로젝트 피드백,목표 수정 | 이번 달 내 검토,2024-08-04,4.2,완료
MTG004852,EMP145,TL008,2024-08-04 11:00:00,60,성과 목표 검토 및 조정 | 업무 진행 상황 점검 | 커리어 개발 논의,다음 주까지 검토 | 목표 수정,2024-09-04,4.2,완료
MTG004853,EMP145,TL008,2024-09-02 12:30:00,60,차기 평가 준비 | 개인 역량 개발 계획 | 업무 만족도 및 고충 상담,목표 수정,2024-09-30,4.8,완료
MTG004854,EMP145,TL008,2024-10-08 15:30:00,30,업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검,이번 달 내 검토 | 프로젝트 배정,2024-11-04,4.0,완료
MTG004855,EMP145,TL008,2024-10-26 14:30:00,60,최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션,프로젝트 배정 | 다음 분기까지 검토,2024-11-21,3.6,완료
MTG004856,EMP145,TL008,2024-11-22 16:30:00,45,팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검 | 최근 프로젝트 피드백,다음 분기까지 실행,2024-12-24,5.0,완료
MTG004857,EMP145,TL008,2025-01-18 12:30:00,60,커리어 개발 논의 | 최근 프로젝트 피드백,다음 주까지 완료,2025-02-18,4.4,완료
MTG004858,EMP145,TL008,2025-02-11 12:00:00,45,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의,역량 개발 계획 수립,2025-03-18,4.9,완료
MTG004859,EMP145,TL008,2025-02-23 15:00:00,45,개인 역량 개발 계획 | 교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션,다음 주까지 완료,2025-03-22,4.7,완료
MTG004860,EMP145,TL008,2025-04-18 15:00:00,45,성과 목표 검토 및 조정 | 차기 평가 준비 | 팀 협업 및 커뮤니케이션,목표 수정 | 다음 주까지 완료,2025-05-16,4.0,완료
MTG004861,EMP145,TL008,2025-05-08 13:30:00,30,팀 협업 및 커뮤니케이션 | 최근 프로젝트 피드백 | 차기 평가 준비,목표 수정,2025-06-04,5.0,완료
MTG004862,EMP145,TL008,2025-05-31 12:30:00,60,차기 평가 준비 | 팀 협업 및 커뮤니케이션,이번 달 내 검토 | 역량 개발 계획 수립,2025-06-29,4.6,완료
MTG004863,EMP145,TL008,2025-06-28 16:00:00,30,커리어 개발 논의 | 성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션,프로젝트 배정,2025-07-28,4.3,완료
MTG004864,EMP145,TL008,2025-07-29 15:30:00,60,차기 평가 준비 | 업무 만족도 및 고충 상담,목표 수정,2025-08-31,4.1,완료
MTG004865,EMP145,TL008,2025-09-02 14:00:00,45,교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,역량 개발 계획 수립 | 다음 분기까지 완료,2025-09-27,4.3,완료
MTG004866,EMP145,TL008,2025-09-28 14:00:00,30,개인 역량 개발 계획 | 최근 프로젝트 피드백,프로젝트 배정 | 다음 주까지 완료,2025-10-30,4.2,완료
MTG004867,EMP145,TL008,2025-10-27 11:00:00,45,교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,이번 달 내 완료 | 프로젝트 배정,2025-11-22,4.8,완료
MTG004868,EMP146,TL008,2023-01-16 15:30:00,60,개인 역량 개발 계획 | 업무 만족도 및 고충 상담,목표 수정,2023-02-17,4.2,완료
MTG004869,EMP146,TL008,2023-01-31 15:00:00,60,차기 평가 준비 | 업무 진행 상황 점검,이번 달 내 검토,2023-02-26,4.8,완료
MTG004870,EMP146,TL008,2023-03-24 13:00:00,60,커리어 개발 논의 | 팀 협업 및 커뮤니케이션,피드백 반영,2023-04-18,3.7,완료
MTG004871,EMP146,TL008,2023-04-13 16:30:00,30,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,목표 수정 | 이번 달 내 검토,2023-05-12,3.9,완료
MTG004872,EMP146,TL008,2023-05-03 11:30:00,45,개인 역량 개발 계획 | 최근 프로젝트 피드백 | 차기 평가 준비,다음 분기까지 실행,2023-06-07,4.6,완료
MTG004873,EMP146,TL008,2023-06-19 15:00:00,60,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검 | 커리어 개발 논의,목표 수정 | 이번 달 내 완료,2023-07-14,4.2,완료
MTG004874,EMP146,TL008,2023-07-21 16:30:00,45,최근 프로젝트 피드백 | 커리어 개발 논의 | 팀 협업 및 커뮤니케이션,피드백 반영,2023-08-17,3.7,완료
MTG004875,EMP146,TL008,2023-08-16 10:30:00,30,성과 목표 검토 및 조정 | 업무 만족도 및 고충 상담,다음 주까지 완료,2023-09-12,4.2,완료
MTG004876,EMP146,TL008,2023-09-11 15:00:00,45,업무 진행 상황 점검 | 개인 역량 개발 계획,다음 분기까지 검토,2023-10-11,4.6,완료
MTG004877,EMP146,TL008,2023-10-04 11:30:00,60,개인 역량 개발 계획 | 교육 및 개발 기회 논의,프로젝트 배정 | 이번 달 내 검토,2023-11-05,4.9,완료
MTG004878,EMP146,TL008,2023-11-08 15:00:00,45,최근 프로젝트 피드백 | 업무 진행 상황 점검 | 개인 역량 개발 계획,목표 수정,2023-12-12,4.7,완료
MTG004879,EMP146,TL008,2023-12-17 11:00:00,60,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,피드백 반영,2024-01-12,4.2,완료
MTG004880,EMP146,TL008,2024-01-04 13:00:00,30,업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션 | 차기 평가 준비,교육 신청,2024-01-30,4.5,완료
MTG004881,EMP146,TL008,2024-02-02 13:30:00,30,차기 평가 준비 | 교육 및 개발 기회 논의,피드백 반영,2024-03-06,4.2,완료
MTG004882,EMP146,TL008,2024-03-09 15:00:00,60,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백,프로젝트 배정 | 이번 달 내 완료,2024-04-08,4.0,완료
MTG004883,EMP146,TL008,2024-04-04 10:00:00,45,팀 협업 및 커뮤니케이션 | 최근 프로젝트 피드백 | 업무 진행 상황 점검,목표 수정,2024-05-08,4.9,완료
MTG004884,EMP146,TL008,2024-05-02 14:00:00,30,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,이번 달 내 검토 | 교육 신청,2024-05-30,4.5,완료
MTG004885,EMP146,TL008,2024-06-12 10:00:00,45,업무 진행 상황 점검 | 차기 평가 준비 | 교육 및 개발 기회 논의,이번 달 내 실행,2024-07-14,4.8,완료
MTG004886,EMP146,TL008,2024-07-18 12:00:00,30,최근 프로젝트 피드백 | 개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,다음 분기까지 검토,2024-08-17,4.6,완료
MTG004887,EMP146,TL008,2024-07-27 14:30:00,30,팀 협업 및 커뮤니케이션 | 커리어 개발 논의,다음 주까지 검토 | 목표 수정,2024-08-28,4.2,완료
MTG004888,EMP146,TL008,2024-09-08 12:30:00,60,성과 목표 검토 및 조정 | 업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항,이번 달 내 검토 | 역량 개발 계획 수립,2024-10-03,4.1,완료
MTG004889,EMP146,TL008,2024-09-22 16:30:00,60,개인 역량 개발 계획 | 교육 및 개발 기회 논의,프로젝트 배정 | 다음 주까지 완료,2024-10-17,4.2,완료
MTG004890,EMP146,TL008,2024-11-08 15:30:00,30,성과 목표 검토 및 조정 | 업무 진행 상황 점검 | 개인 역량 개발 계획,목표 수정,2024-12-07,3.7,완료
MTG004891,EMP146,TL008,2024-12-09 14:00:00,45,업무 진행 상황 점검 | 개인 역량 개발 계획 | 커리어 개발 논의,다음 분기까지 완료,2025-01-04,4.4,완료
MTG004892,EMP146,TL008,2025-01-08 14:30:00,60,최근 프로젝트 피드백 | 차기 평가 준비 | 업무 진행 상황 점검,이번 달 내 완료 | 교육 신청,2025-02-10,4.5,완료
MTG004893,EMP146,TL008,2025-02-08 15:30:00,30,교육 및 개발 기회 논의 | 최근 프로젝트 피드백 | 업무 진행 상황 점검,프로젝트 배정 | 다음 분기까지 완료,2025-03-12,4.8,완료
MTG004894,EMP146,TL008,2025-03-09 13:30:00,60,최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,다음 주까지 실행 | 피드백 반영,2025-04-11,3.8,완료
MTG004895,EMP146,TL008,2025-03-28 16:00:00,45,성과 목표 검토 및 조정 | 교육 및 개발 기회 논의 | 차기 평가 준비,프로젝트 배정,2025-04-30,4.9,완료
MTG004896,EMP146,TL008,2025-04-29 12:00:00,60,최근 프로젝트 피드백 | 업무 진행 상황 점검 | 교육 및 개발 기회 논의,목표 수정 | 다음 분기까지 검토,2025-05-29,4.0,완료
MTG004897,EMP146,TL008,2025-05-28 14:00:00,45,업무 만족도 및 고충 상담 | 업무 관련 어려움 및 지원 사항 | 개인 역량 개발 계획,다음 주까지 실행,2025-06-23,3.9,완료
MTG004898,EMP146,TL008,2025-07-02 10:00:00,30,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,이번 달 내 검토,2025-08-02,4.7,완료
MTG004899,EMP146,TL008,2025-08-05 16:00:00,30,팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검,교육 신청,2025-09-05,4.1,완료
MTG004900,EMP146,TL008,2025-09-06 14:30:00,45,최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립,2025-10-04,4.6,완료
MTG004901,EMP146,TL008,2025-10-06 11:00:00,60,커리어 개발 논의 | 업무 진행 상황 점검 | 교육 및 개발 기회 논의,다음 분기까지 검토,2025-11-02,4.6,완료
MTG004902,EMP146,TL008,2025-10-20 11:00:00,30,교육 및 개발 기회 논의 | 차기 평가 준비 | 업무 관련 어려움 및 지원 사항,다음 주까지 검토 | 피드백 반영,2025-11-14,4.2,완료
MTG004903,EMP147,TL008,2023-01-20 12:00:00,30,교육 및 개발 기회 논의 | 업무 만족도 및 고충 상담,다음 주까지 검토 | 교육 신청,2023-02-17,4.4,완료
MTG004904,EMP147,TL008,2023-02-22 14:30:00,60,커리어 개발 논의 | 업무 만족도 및 고충 상담 | 업무 진행 상황 점검,역량 개발 계획 수립,2023-03-24,5.0,완료
MTG004905,EMP147,TL008,2023-03-16 16:00:00,45,업무 만족도 및 고충 상담 | 커리어 개발 논의,프로젝트 배정,2023-04-16,4.4,완료
MTG004906,EMP147,TL008,2023-04-25 13:00:00,45,커리어 개발 논의 | 차기 평가 준비 | 업무 진행 상황 점검,다음 주까지 완료,2023-05-28,4.7,완료
MTG004907,EMP147,TL008,2023-05-22 12:30:00,30,커리어 개발 논의 | 업무 관련 어려움 및 지원 사항,교육 신청 | 다음 주까지 검토,2023-06-20,4.5,완료
MTG004908,EMP147,TL008,2023-06-24 11:30:00,30,업무 관련 어려움 및 지원 사항 | 개인 역량 개발 계획 | 업무 만족도 및 고충 상담,목표 수정,2023-07-20,4.5,완료
MTG004909,EMP147,TL008,2023-07-13 14:00:00,60,교육 및 개발 기회 논의 | 최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,피드백 반영,2023-08-08,4.9,완료
MTG004910,EMP147,TL008,2023-08-24 10:00:00,60,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의 | 업무 진행 상황 점검,피드백 반영 | 다음 분기까지 검토,2023-09-25,3.5,완료
MTG004911,EMP147,TL008,2023-09-11 10:00:00,45,차기 평가 준비 | 개인 역량 개발 계획 | 업무 진행 상황 점검,목표 수정,2023-10-06,4.8,완료
MTG004912,EMP147,TL008,2023-10-01 12:30:00,30,업무 진행 상황 점검 | 개인 역량 개발 계획,역량 개발 계획 수립 | 이번 달 내 실행,2023-10-30,4.9,완료
MTG004913,EMP147,TL008,2023-11-23 14:30:00,45,커리어 개발 논의 | 개인 역량 개발 계획,다음 주까지 완료 | 피드백 반영,2023-12-28,4.3,완료
MTG004914,EMP147,TL008,2023-12-18 12:00:00,60,최근 프로젝트 피드백 | 교육 및 개발 기회 논의 | 업무 진행 상황 점검,다음 주까지 실행 | 역량 개발 계획 수립,2024-01-15,5.0,완료
MTG004915,EMP147,TL008,2024-01-21 13:00:00,60,업무 만족도 및 고충 상담 | 커리어 개발 논의 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립 | 다음 주까지 실행,2024-02-21,4.7,완료
MTG004916,EMP147,TL008,2024-02-05 16:30:00,45,업무 진행 상황 점검 | 성과 목표 검토 및 조정 | 차기 평가 준비,다음 분기까지 검토 | 교육 신청,2024-03-03,4.4,완료
MTG004917,EMP147,TL008,2024-03-12 15:00:00,45,팀 협업 및 커뮤니케이션 | 최근 프로젝트 피드백 | 커리어 개발 논의,다음 분기까지 완료 | 프로젝트 배정,2024-04-15,4.2,완료
MTG004918,EMP147,TL008,2024-03-29 12:00:00,60,최근 프로젝트 피드백 | 커리어 개발 논의,다음 분기까지 완료 | 피드백 반영,2024-05-01,4.2,완료
MTG004919,EMP147,TL008,2024-04-30 13:00:00,45,업무 진행 상황 점검 | 업무 만족도 및 고충 상담 | 개인 역량 개발 계획,다음 분기까지 검토,2024-05-25,4.0,완료
MTG004920,EMP147,TL008,2024-05-25 13:00:00,45,교육 및 개발 기회 논의 | 업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담,다음 분기까지 완료 | 역량 개발 계획 수립,2024-06-27,3.7,완료
MTG004921,EMP147,TL008,2024-06-24 15:30:00,60,최근 프로젝트 피드백 | 성과 목표 검토 및 조정,역량 개발 계획 수립 | 다음 주까지 실행,2024-07-22,4.7,완료
MTG004922,EMP147,TL008,2024-08-05 15:00:00,60,성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의,이번 달 내 실행,2024-08-30,4.7,완료
MTG004923,EMP147,TL008,2024-08-31 15:00:00,60,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션,피드백 반영,2024-09-28,4.1,완료
MTG004924,EMP147,TL008,2024-09-29 15:30:00,60,커리어 개발 논의 | 업무 진행 상황 점검,목표 수정 | 다음 분기까지 실행,2024-10-28,4.1,완료
MTG004925,EMP147,TL008,2024-11-17 16:30:00,45,개인 역량 개발 계획 | 성과 목표 검토 및 조정 | 업무 진행 상황 점검,다음 분기까지 실행 | 교육 신청,2024-12-17,3.5,완료
MTG004926,EMP147,TL008,2024-12-07 12:00:00,45,차기 평가 준비 | 커리어 개발 논의,역량 개발 계획 수립,2025-01-03,4.1,완료
MTG004927,EMP147,TL008,2025-01-11 11:30:00,60,개인 역량 개발 계획 | 차기 평가 준비 | 업무 진행 상황 점검,프로젝트 배정 | 이번 달 내 검토,2025-02-12,4.9,완료
MTG004928,EMP147,TL008,2025-02-14 12:00:00,30,교육 및 개발 기회 논의 | 개인 역량 개발 계획,이번 달 내 실행 | 역량 개발 계획 수립,2025-03-12,4.1,완료
MTG004929,EMP147,TL008,2025-03-04 13:30:00,30,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의,이번 달 내 검토 | 프로젝트 배정,2025-04-02,4.2,완료
MTG004930,EMP147,TL008,2025-04-05 13:30:00,30,팀 협업 및 커뮤니케이션 | 차기 평가 준비 | 교육 및 개발 기회 논의,목표 수정,2025-05-03,4.7,완료
MTG004931,EMP147,TL008,2025-05-12 15:00:00,30,개인 역량 개발 계획 | 최근 프로젝트 피드백,프로젝트 배정 | 다음 주까지 검토,2025-06-15,4.3,완료
MTG004932,EMP147,TL008,2025-05-30 10:30:00,45,개인 역량 개발 계획 | 업무 진행 상황 점검,다음 주까지 실행 | 프로젝트 배정,2025-07-04,4.9,완료
MTG004933,EMP147,TL008,2025-07-15 16:00:00,45,업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항,피드백 반영 | 이번 달 내 검토,2025-08-10,4.0,완료
MTG004934,EMP147,TL008,2025-08-16 11:00:00,30,개인 역량 개발 계획 | 업무 만족도 및 고충 상담,다음 주까지 실행 | 교육 신청,2025-09-15,4.6,완료
MTG004935,EMP147,TL008,2025-09-02 12:00:00,60,차기 평가 준비 | 업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션,다음 분기까지 검토 | 역량 개발 계획 수립,2025-09-29,4.6,완료
MTG004936,EMP147,TL008,2025-09-30 16:00:00,45,차기 평가 준비 | 커리어 개발 논의,다음 분기까지 완료 | 목표 수정,2025-11-01,4.7,완료
MTG004937,EMP147,TL008,2025-10-21 16:30:00,45,차기 평가 준비 | 팀 협업 및 커뮤니케이션,프로젝트 배정,2025-11-23,4.9,완료
MTG004938,EMP148,TL008,2023-01-28 11:00:00,45,업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정 | 업무 진행 상황 점검,다음 주까지 검토 | 역량 개발 계획 수립,2023-02-28,4.3,완료
MTG004939,EMP148,TL008,2023-02-24 11:30:00,45,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,이번 달 내 검토 | 역량 개발 계획 수립,2023-03-24,4.7,완료
MTG004940,EMP148,TL008,2023-03-13 15:30:00,45,업무 진행 상황 점검 | 성과 목표 검토 및 조정 | 차기 평가 준비,프로젝트 배정 | 이번 달 내 완료,2023-04-08,3.7,완료
MTG004941,EMP148,TL008,2023-04-28 10:00:00,45,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,역량 개발 계획 수립,2023-05-26,3.7,완료
MTG004942,EMP148,TL008,2023-05-20 11:30:00,60,교육 및 개발 기회 논의 | 성과 목표 검토 및 조정 | 커리어 개발 논의,다음 주까지 검토 | 역량 개발 계획 수립,2023-06-14,3.6,완료
MTG004943,EMP148,TL008,2023-06-04 11:30:00,45,커리어 개발 논의 | 교육 및 개발 기회 논의 | 최근 프로젝트 피드백,다음 주까지 검토 | 목표 수정,2023-07-01,4.9,완료
MTG004944,EMP148,TL008,2023-07-27 15:00:00,30,개인 역량 개발 계획 | 커리어 개발 논의,다음 주까지 실행 | 목표 수정,2023-08-26,3.9,완료
MTG004945,EMP148,TL008,2023-08-11 13:00:00,45,성과 목표 검토 및 조정 | 최근 프로젝트 피드백 | 커리어 개발 논의,다음 주까지 완료 | 프로젝트 배정,2023-09-12,3.9,완료
MTG004946,EMP148,TL008,2023-09-16 14:30:00,45,팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정 | 업무 만족도 및 고충 상담,피드백 반영,2023-10-18,4.5,완료
